request_id,sp_id,channel,platform,app_version,required_docs,required_count,status_code,previous_status,status_ts,step_latency_ms,missing_count,error_code,error_source,status_history
REQ000122,ADNIC,notification,android,6.2.0,"[""Emirates ID Card""]",1,S02,S01,2025-11-01 20:29:07,4000,0,,,"[""S00"", ""S01"", ""S02""]"
REQ000122,ADNIC,notification,android,6.2.0,"[""Emirates ID Card""]",1,S03,S02,2025-11-01 20:29:12,5000,0,,,"[""S00"", ""S01"", ""S02"", ""S03""]"
REQ000122,ADNIC,notification,android,6.2.0,"[""Emirates ID Card""]",1,S08,S03,2025-11-01 20:29:19,7000,0,,,"[""S00"", ""S01"", ""S02"", ""S03"", ""S08""]"
REQ000122,ADNIC,notification,android,6.2.0,"[""Emirates ID Card""]",1,S10,S08,2025-11-01 20:29:21,2000,0,,,"[""S00"", ""S01"", ""S02"", ""S03"", ""S08"", ""S10""]"
REQ000122,ADNIC,notification,android,6.2.0,"[""Emirates ID Card""]",1,S20,S10,2025-11-01 20:29:39,18000,0,,,"[""S00"", ""S01"", ""S02"", ""S03"", ""S08"", ""S10"", ""S20""]"
REQ000122,ADNIC,notification,android,6.2.0,"[""Emirates ID Card""]",1,S21,S20,2025-11-01 20:29:47,8000,0,,,"[""S00"", ""S01"", ""S02"", ""S03"", ""S08"", ""S10"", ""S20"", ""S21""]"
REQ000122,ADNIC,notification,android,6.2.0,"[""Emirates ID Card""]",1,S30,S21,2025-11-01 20:29:49,2000,0,,,"[""S00"", ""S01"", ""S02"", ""S03"", ""S08"", ""S10"", ""S20"", ""S21"", ""S30""]"
REQ000122,ADNIC,notification,android,6.2.0,"[""Emirates ID Card""]",1,S31,S30,2025-11-01 20:29:56,7000,0,,,"[""S00"", ""S01"", ""S02"", ""S03"", ""S08"", ""S10"", ""S20"", ""S21"", ""S30"", ""S31""]"
REQ000122,ADNIC,notification,android,6.2.0,"[""Emirates ID Card""]",1,S40,S31,2025-11-01 20:29:59,3000,0,,,"[""S00"", ""S01"", ""S02"", ""S03"", ""S08"", ""S10"", ""S20"", ""S21"", ""S30"", ""S31"", ""S40""]"
REQ000123,DU,notification,ios,6.0.0,"[""Emirates ID Card""]",1,S00,,2025-11-13 05:34:00,0,0,,,"[""S00""]"
REQ000123,DU,notification,ios,6.0.0,"[""Emirates ID Card""]",1,S01,S00,2025-11-13 05:34:03,3000,0,,,"[""S00"", ""S01""]"
REQ000123,DU,notification,ios,6.0.0,"[""Emirates ID Card""]",1,S02,S01,2025-11-13 05:34:08,5000,0,,,"[""S00"", ""S01"", ""S02""]"
REQ000123,DU,notification,ios,6.0.0,"[""Emirates ID Card""]",1,S03,S02,2025-11-13 05:34:12,4000,0,,,"[""S00"", ""S01"", ""S02"", ""S03""]"
REQ000123,DU,notification,ios,6.0.0,"[""Emirates ID Card""]",1,S08,S03,2025-11-13 05:34:20,8000,0,,,"[""S00"", ""S01"", ""S02"", ""S03"", ""S08""]"
REQ000123,DU,notification,ios,6.0.0,"[""Emirates ID Card""]",1,S11,S08,2025-11-13 05:34:22,2000,1,,,"[""S00"", ""S01"", ""S02"", ""S03"", ""S08"", ""S11""]"
REQ000123,DU,notification,ios,6.0.0,"[""Emirates ID Card""]",1,S12,S11,2025-11-13 05:34:37,15000,1,,,"[""S00"", ""S01"", ""S02"", ""S03"", ""S08"", ""S11"", ""S12""]"
REQ000123,DU,notification,ios,6.0.0,"[""Emirates ID Card""]",1,S13,S12,2025-11-13 05:34:47,10000,0,,,"[""S00"", ""S01"", ""S02"", ""S03"", ""S08"", ""S11"", ""S12"", ""S13""]"
REQ000123,DU,notification,ios,6.0.0,"[""Emirates ID Card""]",1,S20,S13,2025-11-13 05:35:03,16000,0,,,"[""S00"", ""S01"", ""S02"", ""S03"", ""S08"", ""S11"", ""S12"", ""S13"", ""S20""]"
REQ000123,DU,notification,ios,6.0.0,"[""Emirates ID Card""]",1,S21,S20,2025-11-13 05:35:12,9000,0,,,"[""S00"", ""S01"", ""S02"", ""S03"", ""S08"", ""S11"", ""S12"", ""S13"", ""S20"", ""S21""]"
REQ000123,DU,notification,ios,6.0.0,"[""Emirates ID Card""]",1,S30,S21,2025-11-13 05:35:14,2000,0,,,"[""S00"", ""S01"", ""S02"", ""S03"", ""S08"", ""S11"", ""S12"", ""S13"", ""S20"", ""S21"", ""S30""]"
REQ000123,DU,notification,ios,6.0.0,"[""Emirates ID Card""]",1,S31,S30,2025-11-13 05:35:22,8000,0,,,"[""S00"", ""S01"", ""S02"", ""S03"", ""S08"", ""S11"", ""S12"", ""S13"", ""S20"", ""S21"", ""S30"", ""S31""]"
REQ000123,DU,notification,ios,6.0.0,"[""Emirates ID Card""]",1,S40,S31,2025-11-13 05:35:26,4000,0,,,"[""S00"", ""S01"", ""S02"", ""S03"", ""S08"", ""S11"", ""S12"", ""S13"", ""S20"", ""S21"", ""S30"", ""S31"", ""S40""]"
REQ000124,FAB Retail Banking,notification,android,6.0.0,"[""Emirates ID Card"", ""Driving License""]",2,S00,,2025-11-11 12:47:00,0,0,,,"[""S00""]"
REQ000124,FAB Retail Banking,notification,android,6.0.0,"[""Emirates ID Card"", ""Driving License""]",2,S01,S00,2025-11-11 12:47:03,3000,0,,,"[""S00"", ""S01""]"
REQ000124,FAB Retail Banking,notification,android,6.0.0,"[""Emirates ID Card"", ""Driving License""]",2,S02,S01,2025-11-11 12:47:07,4000,0,,,"[""S00"", ""S01"", ""S02""]"
REQ000124,FAB Retail Banking,notification,android,6.0.0,"[""Emirates ID Card"", ""Driving License""]",2,S03,S02,2025-11-11 12:47:12,5000,0,,,"[""S00"", ""S01"", ""S02"", ""S03""]"
REQ000124,FAB Retail Banking,notification,android,6.0.0,"[""Emirates ID Card"", ""Driving License""]",2,S08,S03,2025-11-11 12:47:19,7000,0,,,"[""S00"", ""S01"", ""S02"", ""S03"", ""S08""]"
REQ000124,FAB Retail Banking,notification,android,6.0.0,"[""Emirates ID Card"", ""Driving License""]",2,S10,S08,2025-11-11 12:47:21,2000,0,,,"[""S00"", ""S01"", ""S02"", ""S03"", ""S08"", ""S10""]"
REQ000124,FAB Retail Banking,notification,android,6.0.0,"[""Emirates ID Card"", ""Driving License""]",2,S20,S10,2025-11-11 12:47:39,18000,0,,,"[""S00"", ""S01"", ""S02"", ""S03"", ""S08"", ""S10"", ""S20""]"
REQ000124,FAB Retail Banking,notification,android,6.0.0,"[""Emirates ID Card"", ""Driving License""]",2,S21,S20,2025-11-11 12:47:47,8000,0,,,"[""S00"", ""S01"", ""S02"", ""S03"", ""S08"", ""S10"", ""S20"", ""S21""]"
REQ000124,FAB Retail Banking,notification,android,6.0.0,"[""Emirates ID Card"", ""Driving License""]",2,S30,S21,2025-11-11 12:47:49,2000,0,,,"[""S00"", ""S01"", ""S02"", ""S03"", ""S08"", ""S10"", ""S20"", ""S21"", ""S30""]"
REQ000124,FAB Retail Banking,notification,android,6.0.0,"[""Emirates ID Card"", ""Driving License""]",2,S31,S30,2025-11-11 12:47:56,7000,0,,,"[""S00"", ""S01"", ""S02"", ""S03"", ""S08"", ""S10"", ""S20"", ""S21"", ""S30"", ""S31""]"
REQ000124,FAB Retail Banking,notification,android,6.0.0,"[""Emirates ID Card"", ""Driving License""]",2,S40,S31,2025-11-11 12:47:59,3000,0,,,"[""S00"", ""S01"", ""S02"", ""S03"", ""S08"", ""S10"", ""S20"", ""S21"", ""S30"", ""S31"", ""S40""]"
REQ000125,GIG,notification,ios,6.0.0,"[""Emirates ID Card""]",1,S00,,2025-11-09 03:24:00,0,0,,,"[""S00""]"
REQ000125,GIG,notification,ios,6.0.0,"[""Emirates ID Card""]",1,S01,S00,2025-11-09 03:24:03,3000,0,,,"[""S00"", ""S01""]"
REQ000125,GIG,notification,ios,6.0.0,"[""Emirates ID Card""]",1,S02,S01,2025-11-09 03:24:07,4000,0,,,"[""S00"", ""S01"", ""S02""]"
REQ000125,GIG,notification,ios,6.0.0,"[""Emirates ID Card""]",1,S03,S02,2025-11-09 03:24:12,5000,0,,,"[""S00"", ""S01"", ""S02"", ""S03""]"
REQ000125,GIG,notification,ios,6.0.0,"[""Emirates ID Card""]",1,S08,S03,2025-11-09 03:24:19,7000,0,,,"[""S00"", ""S01"", ""S02"", ""S03"", ""S08""]"
REQ000125,GIG,notification,ios,6.0.0,"[""Emirates ID Card""]",1,S10,S08,2025-11-09 03:24:21,2000,0,,,"[""S00"", ""S01"", ""S02"", ""S03"", ""S08"", ""S10""]"
REQ000125,GIG,notification,ios,6.0.0,"[""Emirates ID Card""]",1,S20,S10,2025-11-09 03:24:39,18000,0,,,"[""S00"", ""S01"", ""S02"", ""S03"", ""S08"", ""S10"", ""S20""]"
REQ000125,GIG,notification,ios,6.0.0,"[""Emirates ID Card""]",1,S43,S20,2025-11-09 03:24:44,5000,0,,,"[""S00"", ""S01"", ""S02"", ""S03"", ""S08"", ""S10"", ""S20"", ""S43""]"
REQ000126,DU,qr,ios,6.2.1,"[""Emirates ID Card""]",1,S00,,2025-11-20 12:26:00,0,0,,,"[""S00""]"
REQ000126,DU,qr,ios,6.2.1,"[""Emirates ID Card""]",1,S06,S00,2025-11-20 12:26:02,2000,0,,,"[""S00"", ""S06""]"
REQ000126,DU,qr,ios,6.2.1,"[""Emirates ID Card""]",1,S07,S06,2025-11-20 12:26:12,10000,0,,,"[""S00"", ""S06"", ""S07""]"
REQ000126,DU,qr,ios,6.2.1,"[""Emirates ID Card""]",1,S08,S07,2025-11-20 12:26:17,5000,0,,,"[""S00"", ""S06"", ""S07"", ""S08""]"
REQ000126,DU,qr,ios,6.2.1,"[""Emirates ID Card""]",1,S11,S08,2025-11-20 12:26:19,2000,1,,,"[""S00"", ""S06"", ""S07"", ""S08"", ""S11""]"
REQ000126,DU,qr,ios,6.2.1,"[""Emirates ID Card""]",1,S12,S11,2025-11-20 12:26:31,12000,1,,,"[""S00"", ""S06"", ""S07"", ""S08"", ""S11"", ""S12""]"
REQ000126,DU,qr,ios,6.2.1,"[""Emirates ID Card""]",1,S13,S12,2025-11-20 12:26:40,9000,0,,,"[""S00"", ""S06"", ""S07"", ""S08"", ""S11"", ""S12"", ""S13""]"
REQ000126,DU,qr,ios,6.2.1,"[""Emirates ID Card""]",1,S20,S13,2025-11-20 12:26:54,14000,0,,,"[""S00"", ""S06"", ""S07"", ""S08"", ""S11"", ""S12"", ""S13"", ""S20""]"
REQ000126,DU,qr,ios,6.2.1,"[""Emirates ID Card""]",1,S21,S20,2025-11-20 12:27:01,7000,0,,,"[""S00"", ""S06"", ""S07"", ""S08"", ""S11"", ""S12"", ""S13"", ""S20"", ""S21""]"
REQ000126,DU,qr,ios,6.2.1,"[""Emirates ID Card""]",1,S30,S21,2025-11-20 12:27:03,2000,0,,,"[""S00"", ""S06"", ""S07"", ""S08"", ""S11"", ""S12"", ""S13"", ""S20"", ""S21"", ""S30""]"
REQ000126,DU,qr,ios,6.2.1,"[""Emirates ID Card""]",1,S31,S30,2025-11-20 12:27:09,6000,0,,,"[""S00"", ""S06"", ""S07"", ""S08"", ""S11"", ""S12"", ""S13"", ""S20"", ""S21"", ""S30"", ""S31""]"
REQ000126,DU,qr,ios,6.2.1,"[""Emirates ID Card""]",1,S40,S31,2025-11-20 12:27:12,3000,0,,,"[""S00"", ""S06"", ""S07"", ""S08"", ""S11"", ""S12"", ""S13"", ""S20"", ""S21"", ""S30"", ""S31"", ""S40""]"
REQ000127,Etisalat Retail,notification,ios,6.2.2,"[""Emirates ID Card"", ""Passport""]",2,S00,,2025-11-27 05:17:00,0,0,,,"[""S00""]"
REQ000127,Etisalat Retail,notification,ios,6.2.2,"[""Emirates ID Card"", ""Passport""]",2,S01,S00,2025-11-27 05:17:03,3000,0,,,"[""S00"", ""S01""]"
REQ000127,Etisalat Retail,notification,ios,6.2.2,"[""Emirates ID Card"", ""Passport""]",2,S02,S01,2025-11-27 05:17:07,4000,0,,,"[""S00"", ""S01"", ""S02""]"
REQ000127,Etisalat Retail,notification,ios,6.2.2,"[""Emirates ID Card"", ""Passport""]",2,S03,S02,2025-11-27 05:17:12,5000,0,,,"[""S00"", ""S01"", ""S02"", ""S03""]"
REQ000127,Etisalat Retail,notification,ios,6.2.2,"[""Emirates ID Card"", ""Passport""]",2,S08,S03,2025-11-27 05:17:19,7000,0,,,"[""S00"", ""S01"", ""S02"", ""S03"", ""S08""]"
REQ000127,Etisalat Retail,notification,ios,6.2.2,"[""Emirates ID Card"", ""Passport""]",2,S10,S08,2025-11-27 05:17:21,2000,0,,,"[""S00"", ""S01"", ""S02"", ""S03"", ""S08"", ""S10""]"
REQ000127,Etisalat Retail,notification,ios,6.2.2,"[""Emirates ID Card"", ""Passport""]",2,S20,S10,2025-11-27 05:17:39,18000,0,,,"[""S00"", ""S01"", ""S02"", ""S03"", ""S08"", ""S10"", ""S20""]"
REQ000127,Etisalat Retail,notification,ios,6.2.2,"[""Emirates ID Card"", ""Passport""]",2,S21,S20,2025-11-27 05:17:47,8000,0,,,"[""S00"", ""S01"", ""S02"", ""S03"", ""S08"", ""S10"", ""S20"", ""S21""]"
REQ000127,Etisalat Retail,notification,ios,6.2.2,"[""Emirates ID Card"", ""Passport""]",2,S30,S21,2025-11-27 05:17:49,2000,0,,,"[""S00"", ""S01"", ""S02"", ""S03"", ""S08"", ""S10"", ""S20"", ""S21"", ""S30""]"
REQ000127,Etisalat Retail,notification,ios,6.2.2,"[""Emirates ID Card"", ""Passport""]",2,S31,S30,2025-11-27 05:17:56,7000,0,,,"[""S00"", ""S01"", ""S02"", ""S03"", ""S08"", ""S10"", ""S20"", ""S21"", ""S30"", ""S31""]"
REQ000127,Etisalat Retail,notification,ios,6.2.2,"[""Emirates ID Card"", ""Passport""]",2,S40,S31,2025-11-27 05:17:59,3000,0,,,"[""S00"", ""S01"", ""S02"", ""S03"", ""S08"", ""S10"", ""S20"", ""S21"", ""S30"", ""S31"", ""S40""]"
REQ000128,National Bonds Corporation Sole Proprietorship P.S.C.,notification,ios,6.2.2,"[""Emirates ID Card"", ""Passport"", ""Residence Visa""]",3,S00,,2025-11-10 03:52:00,0,0,,,"[""S00""]"
REQ000128,National Bonds Corporation Sole Proprietorship P.S.C.,notification,ios,6.2.2,"[""Emirates ID Card"", ""Passport"", ""Residence Visa""]",3,S01,S00,2025-11-10 03:52:03,3000,0,,,"[""S00"", ""S01""]"
REQ000128,National Bonds Corporation Sole Proprietorship P.S.C.,notification,ios,6.2.2,"[""Emirates ID Card"", ""Passport"", ""Residence Visa""]",3,S02,S01,2025-11-10 03:52:07,4000,0,,,"[""S00"", ""S01"", ""S02""]"
REQ000128,National Bonds Corporation Sole Proprietorship P.S.C.,notification,ios,6.2.2,"[""Emirates ID Card"", ""Passport"", ""Residence Visa""]",3,S03,S02,2025-11-10 03:52:12,5000,0,,,"[""S00"", ""S01"", ""S02"", ""S03""]"
REQ000128,National Bonds Corporation Sole Proprietorship P.S.C.,notification,ios,6.2.2,"[""Emirates ID Card"", ""Passport"", ""Residence Visa""]",3,S08,S03,2025-11-10 03:52:19,7000,0,,,"[""S00"", ""S01"", ""S02"", ""S03"", ""S08""]"
REQ000128,National Bonds Corporation Sole Proprietorship P.S.C.,notification,ios,6.2.2,"[""Emirates ID Card"", ""Passport"", ""Residence Visa""]",3,S10,S08,2025-11-10 03:52:21,2000,0,,,"[""S00"", ""S01"", ""S02"", ""S03"", ""S08"", ""S10""]"
REQ000128,National Bonds Corporation Sole Proprietorship P.S.C.,notification,ios,6.2.2,"[""Emirates ID Card"", ""Passport"", ""Residence Visa""]",3,S20,S10,2025-11-10 03:52:39,18000,0,,,"[""S00"", ""S01"", ""S02"", ""S03"", ""S08"", ""S10"", ""S20""]"
REQ000128,National Bonds Corporation Sole Proprietorship P.S.C.,notification,ios,6.2.2,"[""Emirates ID Card"", ""Passport"", ""Residence Visa""]",3,S43,S20,2025-11-10 03:52:44,5000,0,,,"[""S00"", ""S01"", ""S02"", ""S03"", ""S08"", ""S10"", ""S20"", ""S43""]"
REQ000129,Etisalat Business,qr,android,6.3.0,"[""Emirates ID Card"", ""Driving License""]",2,S00,,2025-11-08 07:58:00,0,0,,,"[""S00""]"
REQ000129,Etisalat Business,qr,android,6.3.0,"[""Emirates ID Card"", ""Driving License""]",2,S06,S00,2025-11-08 07:58:02,2000,0,,,"[""S00"", ""S06""]"
REQ000129,Etisalat Business,qr,android,6.3.0,"[""Emirates ID Card"", ""Driving License""]",2,S07,S06,2025-11-08 07:58:13,11000,0,,,"[""S00"", ""S06"", ""S07""]"
REQ000129,Etisalat Business,qr,android,6.3.0,"[""Emirates ID Card"", ""Driving License""]",2,S08,S07,2025-11-08 07:58:18,5000,0,,,"[""S00"", ""S06"", ""S07"", ""S08""]"
REQ000129,Etisalat Business,qr,android,6.3.0,"[""Emirates ID Card"", ""Driving License""]",2,S10,S08,2025-11-08 07:58:19,1000,0,,,"[""S00"", ""S06"", ""S07"", ""S08"", ""S10""]"
REQ000129,Etisalat Business,qr,android,6.3.0,"[""Emirates ID Card"", ""Driving License""]",2,S20,S10,2025-11-08 07:58:34,15000,0,,,"[""S00"", ""S06"", ""S07"", ""S08"", ""S10"", ""S20""]"
REQ000129,Etisalat Business,qr,android,6.3.0,"[""Emirates ID Card"", ""Driving License""]",2,S21,S20,2025-11-08 07:58:41,7000,0,,,"[""S00"", ""S06"", ""S07"", ""S08"", ""S10"", ""S20"", ""S21""]"
REQ000129,Etisalat Business,qr,android,6.3.0,"[""Emirates ID Card"", ""Driving License""]",2,S30,S21,2025-11-08 07:58:43,2000,0,,,"[""S00"", ""S06"", ""S07"", ""S08"", ""S10"", ""S20"", ""S21"", ""S30""]"
REQ000129,Etisalat Business,qr,android,6.3.0,"[""Emirates ID Card"", ""Driving License""]",2,S31,S30,2025-11-08 07:58:49,6000,0,,,"[""S00"", ""S06"", ""S07"", ""S08"", ""S10"", ""S20"", ""S21"", ""S30"", ""S31""]"
REQ000129,Etisalat Business,qr,android,6.3.0,"[""Emirates ID Card"", ""Driving License""]",2,S41,S31,2025-11-08 07:58:56,7000,0,network_error,network,"[""S00"", ""S06"", ""S07"", ""S08"", ""S10"", ""S20"", ""S21"", ""S30"", ""S31"", ""S41""]"
REQ000130,Botim,qr,android,6.4.0,"[""Passport""]",1,S00,,2025-11-17 22:21:00,0,0,,,"[""S00""]"
REQ000130,Botim,qr,android,6.4.0,"[""Passport""]",1,S06,S00,2025-11-17 22:21:02,2000,0,,,"[""S00"", ""S06""]"
REQ000130,Botim,qr,android,6.4.0,"[""Passport""]",1,S07,S06,2025-11-17 22:21:14,12000,0,,,"[""S00"", ""S06"", ""S07""]"
REQ000130,Botim,qr,android,6.4.0,"[""Passport""]",1,S08,S07,2025-11-17 22:21:19,5000,0,,,"[""S00"", ""S06"", ""S07"", ""S08""]"
REQ000130,Botim,qr,android,6.4.0,"[""Passport""]",1,S10,S08,2025-11-17 22:21:20,1000,0,,,"[""S00"", ""S06"", ""S07"", ""S08"", ""S10""]"
REQ000130,Botim,qr,android,6.4.0,"[""Passport""]",1,S20,S10,2025-11-17 22:21:35,15000,0,,,"[""S00"", ""S06"", ""S07"", ""S08"", ""S10"", ""S20""]"
REQ000130,Botim,qr,android,6.4.0,"[""Passport""]",1,S21,S20,2025-11-17 22:21:42,7000,0,,,"[""S00"", ""S06"", ""S07"", ""S08"", ""S10"", ""S20"", ""S21""]"
REQ000130,Botim,qr,android,6.4.0,"[""Passport""]",1,S30,S21,2025-11-17 22:21:44,2000,0,,,"[""S00"", ""S06"", ""S07"", ""S08"", ""S10"", ""S20"", ""S21"", ""S30""]"
REQ000130,Botim,qr,android,6.4.0,"[""Passport""]",1,S31,S30,2025-11-17 22:21:50,6000,0,,,"[""S00"", ""S06"", ""S07"", ""S08"", ""S10"", ""S20"", ""S21"", ""S30"", ""S31""]"
REQ000130,Botim,qr,android,6.4.0,"[""Passport""]",1,S40,S31,2025-11-17 22:21:53,3000,0,,,"[""S00"", ""S06"", ""S07"", ""S08"", ""S10"", ""S20"", ""S21"", ""S30"", ""S31"", ""S40""]"
REQ000131,FAB Retail Banking,redirect,ios,6.2.2,"[""Emirates ID Card"", ""Residence Visa""]",2,S00,,2025-11-15 01:10:00,0,0,,,"[""S00""]"
REQ000131,FAB Retail Banking,redirect,ios,6.2.2,"[""Emirates ID Card"", ""Residence Visa""]",2,S04,S00,2025-11-15 01:10:02,2000,0,,,"[""S00"", ""S04""]"
REQ000131,FAB Retail Banking,redirect,ios,6.2.2,"[""Emirates ID Card"", ""Residence Visa""]",2,S05,S04,2025-11-15 01:10:05,3000,0,,,"[""S00"", ""S04"", ""S05""]"
REQ000131,FAB Retail Banking,redirect,ios,6.2.2,"[""Emirates ID Card"", ""Residence Visa""]",2,S08,S05,2025-11-15 01:10:10,5000,0,,,"[""S00"", ""S04"", ""S05"", ""S08""]"
REQ000131,FAB Retail Banking,redirect,ios,6.2.2,"[""Emirates ID Card"", ""Residence Visa""]",2,S11,S08,2025-11-15 01:10:12,2000,1,,,"[""S00"", ""S04"", ""S05"", ""S08"", ""S11""]"
REQ000131,FAB Retail Banking,redirect,ios,6.2.2,"[""Emirates ID Card"", ""Residence Visa""]",2,S12,S11,2025-11-15 01:10:26,14000,1,,,"[""S00"", ""S04"", ""S05"", ""S08"", ""S11"", ""S12""]"
REQ000131,FAB Retail Banking,redirect,ios,6.2.2,"[""Emirates ID Card"", ""Residence Visa""]",2,S13,S12,2025-11-15 01:10:37,11000,0,,,"[""S00"", ""S04"", ""S05"", ""S08"", ""S11"", ""S12"", ""S13""]"
REQ000131,FAB Retail Banking,redirect,ios,6.2.2,"[""Emirates ID Card"", ""Residence Visa""]",2,S20,S13,2025-11-15 01:10:53,16000,0,,,"[""S00"", ""S04"", ""S05"", ""S08"", ""S11"", ""S12"", ""S13"", ""S20""]"
REQ000131,FAB Retail Banking,redirect,ios,6.2.2,"[""Emirates ID Card"", ""Residence Visa""]",2,S21,S20,2025-11-15 01:11:01,8000,0,,,"[""S00"", ""S04"", ""S05"", ""S08"", ""S11"", ""S12"", ""S13"", ""S20"", ""S21""]"
REQ000131,FAB Retail Banking,redirect,ios,6.2.2,"[""Emirates ID Card"", ""Residence Visa""]",2,S30,S21,2025-11-15 01:11:03,2000,0,,,"[""S00"", ""S04"", ""S05"", ""S08"", ""S11"", ""S12"", ""S13"", ""S20"", ""S21"", ""S30""]"
REQ000131,FAB Retail Banking,redirect,ios,6.2.2,"[""Emirates ID Card"", ""Residence Visa""]",2,S31,S30,2025-11-15 01:11:10,7000,0,,,"[""S00"", ""S04"", ""S05"", ""S08"", ""S11"", ""S12"", ""S13"", ""S20"", ""S21"", ""S30"", ""S31""]"
REQ000131,FAB Retail Banking,redirect,ios,6.2.2,"[""Emirates ID Card"", ""Residence Visa""]",2,S40,S31,2025-11-15 01:11:13,3000,0,,,"[""S00"", ""S04"", ""S05"", ""S08"", ""S11"", ""S12"", ""S13"", ""S20"", ""S21"", ""S30"", ""S31"", ""S40""]"
REQ000132,Arab Bank,notification,ios,6.3.0,"[""Emirates ID Card"", ""Residence Visa""]",2,S00,,2025-11-03 05:06:00,0,0,,,"[""S00""]"
REQ000132,Arab Bank,notification,ios,6.3.0,"[""Emirates ID Card"", ""Residence Visa""]",2,S01,S00,2025-11-03 05:06:03,3000,0,,,"[""S00"", ""S01""]"
REQ000132,Arab Bank,notification,ios,6.3.0,"[""Emirates ID Card"", ""Residence Visa""]",2,S02,S01,2025-11-03 05:06:08,5000,0,,,"[""S00"", ""S01"", ""S02""]"
REQ000132,Arab Bank,notification,ios,6.3.0,"[""Emirates ID Card"", ""Residence Visa""]",2,S03,S02,2025-11-03 05:06:12,4000,0,,,"[""S00"", ""S01"", ""S02"", ""S03""]"
REQ000132,Arab Bank,notification,ios,6.3.0,"[""Emirates ID Card"", ""Residence Visa""]",2,S08,S03,2025-11-03 05:06:20,8000,0,,,"[""S00"", ""S01"", ""S02"", ""S03"", ""S08""]"
REQ000132,Arab Bank,notification,ios,6.3.0,"[""Emirates ID Card"", ""Residence Visa""]",2,S11,S08,2025-11-03 05:06:22,2000,1,,,"[""S00"", ""S01"", ""S02"", ""S03"", ""S08"", ""S11""]"
REQ000132,Arab Bank,notification,ios,6.3.0,"[""Emirates ID Card"", ""Residence Visa""]",2,S12,S11,2025-11-03 05:06:37,15000,1,,,"[""S00"", ""S01"", ""S02"", ""S03"", ""S08"", ""S11"", ""S12""]"
REQ000132,Arab Bank,notification,ios,6.3.0,"[""Emirates ID Card"", ""Residence Visa""]",2,S13,S12,2025-11-03 05:06:47,10000,0,,,"[""S00"", ""S01"", ""S02"", ""S03"", ""S08"", ""S11"", ""S12"", ""S13""]"
REQ000132,Arab Bank,notification,ios,6.3.0,"[""Emirates ID Card"", ""Residence Visa""]",2,S20,S13,2025-11-03 05:07:03,16000,0,,,"[""S00"", ""S01"", ""S02"", ""S03"", ""S08"", ""S11"", ""S12"", ""S13"", ""S20""]"
REQ000132,Arab Bank,notification,ios,6.3.0,"[""Emirates ID Card"", ""Residence Visa""]",2,S21,S20,2025-11-03 05:07:12,9000,0,,,"[""S00"", ""S01"", ""S02"", ""S03"", ""S08"", ""S11"", ""S12"", ""S13"", ""S20"", ""S21""]"
REQ000132,Arab Bank,notification,ios,6.3.0,"[""Emirates ID Card"", ""Residence Visa""]",2,S30,S21,2025-11-03 05:07:14,2000,0,,,"[""S00"", ""S01"", ""S02"", ""S03"", ""S08"", ""S11"", ""S12"", ""S13"", ""S20"", ""S21"", ""S30""]"
REQ000132,Arab Bank,notification,ios,6.3.0,"[""Emirates ID Card"", ""Residence Visa""]",2,S31,S30,2025-11-03 05:07:22,8000,0,,,"[""S00"", ""S01"", ""S02"", ""S03"", ""S08"", ""S11"", ""S12"", ""S13"", ""S20"", ""S21"", ""S30"", ""S31""]"
REQ000132,Arab Bank,notification,ios,6.3.0,"[""Emirates ID Card"", ""Residence Visa""]",2,S40,S31,2025-11-03 05:07:26,4000,0,,,"[""S00"", ""S01"", ""S02"", ""S03"", ""S08"", ""S11"", ""S12"", ""S13"", ""S20"", ""S21"", ""S30"", ""S31"", ""S40""]"
REQ000133,ADIB,notification,ios,6.4.1,"[""Emirates ID Card"", ""Residence Visa""]",2,S00,,2025-11-25 23:51:00,0,0,,,"[""S00""]"
REQ000133,ADIB,notification,ios,6.4.1,"[""Emirates ID Card"", ""Residence Visa""]",2,S01,S00,2025-11-25 23:51:03,3000,0,,,"[""S00"", ""S01""]"
REQ000133,ADIB,notification,ios,6.4.1,"[""Emirates ID Card"", ""Residence Visa""]",2,S02,S01,2025-11-25 23:51:07,4000,0,,,"[""S00"", ""S01"", ""S02""]"
REQ000133,ADIB,notification,ios,6.4.1,"[""Emirates ID Card"", ""Residence Visa""]",2,S03,S02,2025-11-25 23:51:12,5000,0,,,"[""S00"", ""S01"", ""S02"", ""S03""]"
REQ000133,ADIB,notification,ios,6.4.1,"[""Emirates ID Card"", ""Residence Visa""]",2,S08,S03,2025-11-25 23:51:19,7000,0,,,"[""S00"", ""S01"", ""S02"", ""S03"", ""S08""]"
REQ000133,ADIB,notification,ios,6.4.1,"[""Emirates ID Card"", ""Residence Visa""]",2,S10,S08,2025-11-25 23:51:21,2000,0,,,"[""S00"", ""S01"", ""S02"", ""S03"", ""S08"", ""S10""]"
REQ000133,ADIB,notification,ios,6.4.1,"[""Emirates ID Card"", ""Residence Visa""]",2,S20,S10,2025-11-25 23:51:39,18000,0,,,"[""S00"", ""S01"", ""S02"", ""S03"", ""S08"", ""S10"", ""S20""]"
REQ000133,ADIB,notification,ios,6.4.1,"[""Emirates ID Card"", ""Residence Visa""]",2,S21,S20,2025-11-25 23:51:47,8000,0,,,"[""S00"", ""S01"", ""S02"", ""S03"", ""S08"", ""S10"", ""S20"", ""S21""]"
